Episode | Reward  | Done Reason                         | Timestep Actions/Rewards
        |         |                                     | -0.50    -0.54    41.32    46.95    2.77     -10.00

E14     | -20.96  | dist2path{68.43}>thresh_dist{4.00}  | -z       +y       +0       +z       -y       -x
        |         |                                     | -0.50    -100.54  42.52    46.68    0.88     -10.00

E15     | 66.86   | dist2path{88.93}>thresh_dist{4.00}  | +y       -z       +y       -y       +z       +x       +y
        |         |                                     | -0.50    -0.58    40.40    39.61    22.90    -24.97   -10.00

E16     | 69.83   | dist2path{84.07}>thresh_dist{4.00}  | +y       +z       -y       -y       -z       -x       -z
        |         |                                     | -0.50    -0.56    40.59    40.32    25.01    -25.03   -10.00

E17     | 67.85   | dist2path{88.48}>thresh_dist{4.00}  | +x       +y       +z       +y       -x       -x       -y
        |         |                                     | -0.50    -0.57    41.28    40.47    24.36    -27.20   -10.00

E18     | 89.37   | dist2path{61.65}>thresh_dist{4.00}  | +z       +z       +z       -z       +0       -x
        |         |                                     | -0.50    -0.57    40.61    40.61    19.22    -10.00

E19     | 56.77   | dist2path{104.64}>thresh_dist{4.00} | +y       +y       +x       +x       +z       +0       -x
        |         |                                     | -0.50    -0.56    41.62    40.48    24.05    -38.32   -10.00

E20     | 71.36   | dist2path{86.01}>thresh_dist{4.00}  | +y       +x       +y       +x       -y       +x       -z
        |         |                                     | -0.50    -0.57    41.87    41.58    28.22    -29.24   -10.00

E21     | 71.72   | dist2path{82.23}>thresh_dist{4.00}  | -z       -x       +y       +y       -y       +z       +y
        |         |                                     | -0.50    -0.57    41.64    41.61    28.29    -28.74   -10.00

E22     | 71.21   | dist2path{85.98}>thresh_dist{4.00}  | -x       -x       +y       +x       -z       +x       -z
        |         |                                     | -0.50    -0.59    41.95    41.40    28.38    -29.42   -10.00

E23     | 71.71   | dist2path{81.82}>thresh_dist{4.00}  | +y       -x       +y       +x       +z       +x       -z
        |         |                                     | -0.50    -0.56    41.53    41.37    28.52    -28.65   -10.00

E24     | 93.19   | dist2path{70.18}>thresh_dist{4.00}  | -z       +x       -z       -z       +0       +0
        |         |                                     | -0.50    -0.58    42.14    41.51    20.63    -10.00

E25     | -13.20  | dist2path{63.74}>thresh_dist{4.00}  | -y       -y       +0       -y       -x       -y
        |         |                                     | -0.50    -100.56  42.99    50.41    4.47     -10.00

E26     | 61.85   | dist2path{100.49}>thresh_dist{4.00} | +0       -x       +y       +x       -y       +0       +y
        |         |                                     | -0.50    -0.54    40.54    41.51    29.13    -38.29   -10.00

E27     | 72.81   | dist2path{80.67}>thresh_dist{4.00}  | +z       -z       -z       +z       -z       -x       +x
        |         |                                     | -0.50    -0.58    40.95    39.15    34.10    -30.31   -10.00

E28     | 72.04   | dist2path{82.37}>thresh_dist{4.00}  | +z       +z       +z       +y       +x       +z       -z
        |         |                                     | -0.50    -0.57    40.98    39.58    33.65    -31.10   -10.00

E29     | -4.33   | dist2path{62.88}>thresh_dist{4.00}  | +x       -x       +z       -y       +0       +z
        |         |                                     | -0.50    -100.53  42.07    41.97    22.66    -10.00

E30     | 65.65   | dist2path{92.15}>thresh_dist{4.00}  | -z       +0       +z       +y       -x       +x       +y
        |         |                                     | -0.50    -0.68    45.23    41.62    26.58    -36.60   -10.00

E31     | 73.04   | dist2path{81.13}>thresh_dist{4.00}  | +z       -z       +z       +z       -y       +x       +x
        |         |                                     | -0.50    -0.58    41.31    39.18    35.01    -31.38   -10.00

E32     | 76.61   | dist2path{87.32}>thresh_dist{4.00}  | +0       +x       +z       +x       +y       +y       +0
        |         |                                     | -0.50    -0.53    40.42    42.13    32.45    -27.36   -10.00

E33     | 89.34   | dist2path{69.29}>thresh_dist{4.00}  | -z       +x       +x       +0       +y       +0
        |         |                                     | -0.50    -0.57    42.10    43.25    15.06    -10.00

E34     | 86.33   | dist2path{65.68}>thresh_dist{4.00}  | +z       +0       +0       -y       -y       -z
        |         |                                     | -0.50    -0.64    46.65    51.26    -0.44    -10.00

E35     | 89.29   | dist2path{62.99}>thresh_dist{4.00}  | -z       -x       -z       +0       +y       -z
        |         |                                     | -0.50    -0.57    42.12    43.35    14.89    -10.00

E36     | 72.78   | dist2path{85.02}>thresh_dist{4.00}  | +y       -x       -z       -x       -z       -y       -z
        |         |                                     | -0.50    -0.58    42.15    42.12    31.56    -31.97   -10.00

E37     | 72.98   | dist2path{84.90}>thresh_dist{4.00}  | -y       -x       +z       +z       -y       +x       -y
        |         |                                     | -0.50    -0.57    42.15    42.37    31.97    -32.44   -10.00

E38     | 72.74   | dist2path{81.71}>thresh_dist{4.00}  | +z       -z       +z       -z       -x       -y       +z
        |         |                                     | -0.50    -0.57    41.14    39.85    35.30    -32.49   -10.00

E39     | 78.82   | dist2path{79.20}>thresh_dist{4.00}  | +y       -x       -z       +0       +0       +y
        |         |                                     | -0.50    -0.58    42.06    43.42    4.42     -10.00

E40     | 66.25   | dist2path{91.87}>thresh_dist{4.00}  | -y       +0       -x       +x       +z       -y       -x
        |         |                                     | -0.50    -0.64    45.33    41.95    28.09    -37.99   -10.00

