Episode | Reward  | Done Reason                         | Timestep Actions/Rewards
E41     | -8.18   | too far from path                   | -x       -z       -x
        |         |                                     | -0.08    1.91     -10.00

E42     | -6.51   | too far from path                   | +0       +x       +y       +x
        |         |                                     | -0.03    1.91     1.62     -10.00

E43     | -8.39   | too far from path                   | -z       +y       +x
        |         |                                     | -0.04    1.65     -10.00

E44     | -8.38   | too far from path                   | +y       +y       -x
        |         |                                     | -0.12    1.74     -10.00

E45     | -4.72   | too far from path                   | +0       -y       -x       +0       -x
        |         |                                     | -0.00    1.95     1.66     1.67     -10.00

E46     | -8.09   | too far from path                   | -z       +z       -y
        |         |                                     | -0.03    1.94     -10.00

E47     | -4.27   | too far from path                   | +0       +x       +z       -z
        |         |                                     | 1.97     1.91     1.85     -10.00

E48     | -8.39   | too far from path                   | -x       -y       +x
        |         |                                     | -0.08    1.70     -10.00

E49     | -8.31   | too far from path                   | -z       -y       +x
        |         |                                     | -0.03    1.72     -10.00

E50     | -8.48   | too far from path                   | -y       +y       +x
        |         |                                     | -0.04    1.56     -10.00

E51     | -8.38   | too far from path                   | -y       -x       -z
        |         |                                     | -0.05    1.66     -10.00

E52     | -8.38   | too far from path                   | +y       +y       +x
        |         |                                     | -0.11    1.73     -10.00

E53     | -8.21   | too far from path                   | +x       -z       -y
        |         |                                     | -0.09    1.88     -10.00

E54     | -8.31   | too far from path                   | +x       +x       +x
        |         |                                     | -0.09    1.78     -10.00

E55     | -8.37   | too far from path                   | +z       -x       +y
        |         |                                     | -0.03    1.66     -10.00

E56     | -6.45   | too far from path                   | +0       -x       +y       -z
        |         |                                     | -0.00    1.91     1.64     -10.00

E57     | -6.49   | too far from path                   | +0       -y       +y       -y
        |         |                                     | -0.01    1.95     1.57     -10.00

E58     | -6.53   | too far from path                   | +x       +x       +0       +z
        |         |                                     | -0.09    1.77     1.78     -10.00

E59     | -8.37   | too far from path                   | +x       -y       -z
        |         |                                     | -0.09    1.72     -10.00

E60     | -8.45   | too far from path                   | +y       -x       -y
        |         |                                     | -0.11    1.66     -10.00

E61     | -8.22   | too far from path                   | -y       -y       -y
        |         |                                     | -0.04    1.82     -10.00

E62     | -8.33   | too far from path                   | -x       -x       -y
        |         |                                     | -0.08    1.76     -10.00

E63     | -8.17   | too far from path                   | +y       -z       -x
        |         |                                     | -0.11    1.94     -10.00

E64     | -6.22   | too far from path                   | -y       -y       -z
        |         |                                     | 1.96     1.82     -10.00

E65     | -8.09   | too far from path                   | -z       +z       +x
        |         |                                     | -0.03    1.94     -10.00

E66     | -8.38   | too far from path                   | -x       -y       -x
        |         |                                     | -0.09    1.70     -10.00

E67     | -4.41   | too far from path                   | +z       +0       +0       +x       +z
        |         |                                     | -0.03    1.96     1.96     1.69     -10.00

E68     | -4.92   | too far from path                   | +y       +0       -x       +0       +x
        |         |                                     | -0.11    1.88     1.65     1.66     -10.00

E69     | -6.10   | too far from path                   | +z       +z       +z
        |         |                                     | 1.97     1.93     -10.00

E70     | -8.31   | too far from path                   | -x       -x       +y
        |         |                                     | -0.08    1.77     -10.00

E71     | -6.34   | too far from path                   | -y       +z       +0       +x
        |         |                                     | -0.04    1.85     1.85     -10.00

E72     | -8.19   | too far from path                   | -y       -z       -x
        |         |                                     | -0.05    1.86     -10.00

E73     | -8.37   | too far from path                   | +y       +y       +z
        |         |                                     | -0.11    1.74     -10.00

E74     | -4.26   | too far from path                   | +0       +0       -x       +z       -x
        |         |                                     | -0.03    1.97     1.90     1.91     -10.00

E75     | -4.44   | too far from path                   | +x       +0       +0       -z       +z
        |         |                                     | -0.09    1.91     1.91     1.83     -10.00

E76     | -6.14   | too far from path                   | -z       +z       +0       -x
        |         |                                     | -0.03    1.95     1.95     -10.00

E77     | -6.10   | too far from path                   | +0       -z       +z       +y
        |         |                                     | -0.01    1.97     1.94     -10.00

E78     | -8.33   | too far from path                   | -x       -x       +y
        |         |                                     | -0.08    1.75     -10.00

E79     | -8.49   | too far from path                   | +y       -y       +z
        |         |                                     | -0.11    1.62     -10.00

E80     | -6.36   | too far from path                   | +x       +0       +x       -x
        |         |                                     | -0.09    1.91     1.81     -10.00

E81     | -8.18   | too far from path                   | -x       -z       -z
        |         |                                     | -0.08    1.91     -10.00

E82     | -8.36   | too far from path                   | -z       -x       -y
        |         |                                     | -0.03    1.68     -10.00

E83     | -8.49   | too far from path                   | -y       +y       +x
        |         |                                     | -0.05    1.56     -10.00

E84     | -8.23   | too far from path                   | +x       +z       -z
        |         |                                     | -0.09    1.86     -10.00

E85     | -8.18   | too far from path                   | -x       -z       -z
        |         |                                     | -0.09    1.91     -10.00

E86     | -8.51   | too far from path                   | +x       -x       +y
        |         |                                     | -0.09    1.58     -10.00

E87     | -8.18   | too far from path                   | -x       -z       +z
        |         |                                     | -0.09    1.90     -10.00

E88     | -8.47   | too far from path                   | +y       -y       +z
        |         |                                     | -0.11    1.64     -10.00

E89     | -8.34   | too far from path                   | +z       +x       -y
        |         |                                     | -0.03    1.69     -10.00

E90     | -8.35   | too far from path                   | +z       +x       +x
        |         |                                     | -0.03    1.68     -10.00

E91     | -8.41   | too far from path                   | +y       +x       -z
        |         |                                     | -0.11    1.70     -10.00

E92     | -6.18   | too far from path                   | -x       -z       +y
        |         |                                     | 1.92     1.91     -10.00

E93     | -6.48   | too far from path                   | +0       +y       -y       -y
        |         |                                     | -0.00    1.88     1.64     -10.00

E94     | -8.18   | too far from path                   | +y       +z       +z
        |         |                                     | -0.12    1.94     -10.00

E95     | -8.09   | too far from path                   | -z       -z       -z
        |         |                                     | -0.04    1.94     -10.00

E96     | -8.32   | too far from path                   | -x       -x       -x
        |         |                                     | -0.08    1.76     -10.00

E97     | -6.38   | too far from path                   | +z       +0       +x       -y
        |         |                                     | -0.03    1.97     1.69     -10.00

E98     | -6.74   | too far from path                   | +z       +y       +0       -z
        |         |                                     | -0.03    1.64     1.65     -10.00

E99     | -4.84   | too far from path                   | +x       +y       +0       -z
        |         |                                     | 1.91     1.62     1.63     -10.00

E100    | -8.21   | too far from path                   | +x       -z       -y
        |         |                                     | -0.09    1.88     -10.00

E101    | -8.38   | too far from path                   | -y       +x       +x
        |         |                                     | -0.04    1.66     -10.00

E102    | -8.39   | too far from path                   | -y       -x       -x
        |         |                                     | -0.05    1.65     -10.00

E103    | -6.36   | too far from path                   | +x       +0       +x       -z
        |         |                                     | -0.09    1.91     1.81     -10.00

E104    | -8.36   | too far from path                   | -z       -x       +z
        |         |                                     | -0.03    1.67     -10.00

E105    | -6.35   | too far from path                   | -z       +0       -y       -y
        |         |                                     | -0.03    1.97     1.72     -10.00

E106    | -8.45   | too far from path                   | +y       -x       +z
        |         |                                     | -0.11    1.66     -10.00

E107    | -8.43   | too far from path                   | -x       +y       +x
        |         |                                     | -0.08    1.65     -10.00

E108    | -8.35   | too far from path                   | -z       +x       -y
        |         |                                     | -0.04    1.69     -10.00

E109    | -8.39   | too far from path                   | -y       +x       -z
        |         |                                     | -0.04    1.66     -10.00

E110    | -4.46   | too far from path                   | +0       -x       +y       -y
        |         |                                     | 1.98     1.91     1.65     -10.00

E111    | -8.50   | too far from path                   | +x       -x       -z
        |         |                                     | -0.09    1.59     -10.00

E112    | -8.41   | too far from path                   | +y       +x       -x
        |         |                                     | -0.11    1.70     -10.00

E113    | -6.12   | too far from path                   | +z       +0       +z       +z
        |         |                                     | -0.03    1.96     1.95     -10.00

E114    | -6.38   | too far from path                   | -x       +0       -x       -x
        |         |                                     | -0.09    1.91     1.80     -10.00

E115    | -4.54   | too far from path                   | +y       +0       +x       -z
        |         |                                     | 1.88     1.88     1.70     -10.00

E116    | -8.36   | too far from path                   | +z       -x       -z
        |         |                                     | -0.03    1.67     -10.00

E117    | -8.41   | too far from path                   | +y       +x       +z
        |         |                                     | -0.11    1.70     -10.00

E118    | -8.15   | too far from path                   | -y       -z       +y
        |         |                                     | -0.02    1.87     -10.00

E119    | -5.33   | too far from path                   | -y       +y       +0       +0       -y
        |         |                                     | -0.05    1.57     1.57     1.58     -10.00

E120    | -8.23   | too far from path                   | +x       +z       -y
        |         |                                     | -0.09    1.86     -10.00

E121    | -6.33   | too far from path                   | +y       +0       -z       +x
        |         |                                     | -0.12    1.88     1.90     -10.00

E122    | -8.45   | too far from path                   | +y       -x       -y
        |         |                                     | -0.11    1.66     -10.00

E123    | -8.41   | too far from path                   | +y       +x       -x
        |         |                                     | -0.11    1.70     -10.00

E124    | -8.09   | too far from path                   | -z       +z       -x
        |         |                                     | -0.03    1.95     -10.00

E125    | -8.38   | too far from path                   | +y       +y       +y
        |         |                                     | -0.11    1.73     -10.00

E126    | -8.20   | too far from path                   | +y       +z       -z
        |         |                                     | -0.11    1.92     -10.00

E127    | -6.34   | too far from path                   | +x       +0       +z       -y
        |         |                                     | -0.09    1.91     1.85     -10.00

E128    | -6.43   | too far from path                   | +0       +0       -y       -x       +x
        |         |                                     | -0.01    -0.01    1.94     1.66     -10.00

E129    | 1.27    | too far from path                   | -y       +0       +0       +0       -z       +0       +0       -z
        |         |                                     | -0.04    1.96     1.96     1.96     1.81     1.81     1.82     -10.00

E130    | -8.31   | too far from path                   | -z       -y       -z
        |         |                                     | -0.03    1.72     -10.00

E131    | -8.37   | too far from path                   | +z       -x       +y
        |         |                                     | -0.03    1.66     -10.00

E132    | -8.09   | too far from path                   | -z       -z       -x
        |         |                                     | -0.03    1.95     -10.00

E133    | -8.09   | too far from path                   | -z       -z       +y
        |         |                                     | -0.03    1.94     -10.00

E134    | -8.23   | too far from path                   | -y       -y       -x
        |         |                                     | -0.05    1.81     -10.00

E135    | -4.37   | too far from path                   | +x       +z       +0       +0       -z
        |         |                                     | -0.03    1.89     1.89     1.88     -10.00

E136    | -8.38   | too far from path                   | -z       +y       -z
        |         |                                     | -0.03    1.65     -10.00

E137    | -8.36   | too far from path                   | -z       -x       +x
        |         |                                     | -0.03    1.67     -10.00

E138    | -8.11   | too far from path                   | -x       -z       -y
        |         |                                     | -0.03    1.91     -10.00

E139    | -6.10   | too far from path                   | +0       +z       -z       +y
        |         |                                     | -0.00    1.97     1.93     -10.00

E140    | -6.40   | too far from path                   | +0       -x       -y       -z
        |         |                                     | -0.00    1.91     1.70     -10.00

E141    | -8.20   | too far from path                   | +y       +z       +y
        |         |                                     | -0.11    1.92     -10.00

E142    | -4.41   | too far from path                   | +0       +0       -y       -x       -x
        |         |                                     | -0.00    2.00     1.94     1.65     -10.00

E143    | -8.09   | too far from path                   | -z       +z       -x
        |         |                                     | -0.03    1.95     -10.00

E144    | -4.80   | too far from path                   | -x       +0       -y       +0       +x
        |         |                                     | -0.09    1.91     1.68     1.69     -10.00

E145    | -8.39   | too far from path                   | +z       +y       +y
        |         |                                     | -0.03    1.64     -10.00

E146    | -8.19   | too far from path                   | -y       -z       +x
        |         |                                     | -0.05    1.86     -10.00

E147    | -6.49   | too far from path                   | +0       -x       +x       +z
        |         |                                     | -0.01    1.91     1.60     -10.00

E148    | -8.30   | too far from path                   | +z       -y       +z
        |         |                                     | -0.03    1.73     -10.00

E149    | -8.39   | too far from path                   | -y       +x       -x
        |         |                                     | -0.04    1.66     -10.00

E150    | -6.55   | too far from path                   | +x       +0       +y       +x
        |         |                                     | -0.08    1.91     1.62     -10.00

E151    | -8.09   | too far from path                   | -z       -z       +x
        |         |                                     | -0.03    1.95     -10.00

E152    | -8.35   | too far from path                   | +z       +x       +x
        |         |                                     | -0.03    1.69     -10.00

E153    | -8.34   | too far from path                   | -x       -y       +x
        |         |                                     | -0.06    1.72     -10.00

E154    | -8.39   | too far from path                   | -z       +y       +z
        |         |                                     | -0.03    1.65     -10.00

E155    | -8.10   | too far from path                   | +z       -z       +x
        |         |                                     | -0.03    1.93     -10.00

E156    | -2.47   | too far from path                   | +0       +x       -z       +0       +0       +x
        |         |                                     | -0.01    1.90     1.88     1.88     1.88     -10.00

E157    | -8.18   | too far from path                   | -x       -z       -z
        |         |                                     | -0.08    1.91     -10.00

E158    | -8.48   | too far from path                   | -y       +y       +z
        |         |                                     | -0.04    1.56     -10.00

E159    | -8.22   | too far from path                   | +x       -z       -z
        |         |                                     | -0.09    1.87     -10.00

E160    | -8.32   | too far from path                   | -x       -x       -x
        |         |                                     | -0.08    1.76     -10.00

E161    | -8.19   | too far from path                   | -y       +z       -y
        |         |                                     | -0.05    1.85     -10.00

E162    | -6.54   | too far from path                   | -y       +0       +y       +y
        |         |                                     | -0.04    1.96     1.54     -10.00

E163    | -8.36   | too far from path                   | +z       -x       +y
        |         |                                     | -0.03    1.67     -10.00

E164    | -6.37   | too far from path                   | +0       -z       -x       +z
        |         |                                     | -0.01    1.97     1.68     -10.00

E165    | -8.08   | too far from path                   | -z       +z       -z
        |         |                                     | -0.03    1.95     -10.00

E166    | 3.50    | too far from path                   | +0       +0       +0       +0       -y       +0       -x       -z
        |         |                                     | 1.99     1.99     1.99     1.99     1.93     1.93     1.66     -10.00

E167    | -6.68   | too far from path                   | +z       -x       +0       -y
        |         |                                     | -0.03    1.67     1.68     -10.00

E168    | -6.29   | too far from path                   | -x       +z       +0       +x
        |         |                                     | -0.09    1.90     1.90     -10.00

E169    | -8.39   | too far from path                   | -x       -y       -x
        |         |                                     | -0.09    1.70     -10.00

E170    | -8.46   | too far from path                   | +x       +y       -x
        |         |                                     | -0.09    1.62     -10.00

E171    | -8.21   | too far from path                   | +x       -z       +z
        |         |                                     | -0.09    1.87     -10.00

E172    | -6.47   | too far from path                   | +0       +y       -x       -y
        |         |                                     | -0.01    1.88     1.65     -10.00

E173    | -8.35   | too far from path                   | +z       -x       +x
        |         |                                     | -0.03    1.68     -10.00

E174    | -8.32   | too far from path                   | +x       +x       -z
        |         |                                     | -0.09    1.77     -10.00

E175    | -8.23   | too far from path                   | -y       -y       +y
        |         |                                     | -0.05    1.82     -10.00

E176    | -8.40   | too far from path                   | +z       +y       +y
        |         |                                     | -0.03    1.63     -10.00

E177    | -8.23   | too far from path                   | -y       -y       +z
        |         |                                     | -0.05    1.82     -10.00

E178    | -6.36   | too far from path                   | +x       +0       +x       -y
        |         |                                     | -0.09    1.91     1.82     -10.00

E179    | -8.37   | too far from path                   | +y       +y       +z
        |         |                                     | -0.11    1.74     -10.00

E180    | -8.32   | too far from path                   | -x       -x       -z
        |         |                                     | -0.08    1.76     -10.00

E181    | -8.10   | too far from path                   | +z       -z       +y
        |         |                                     | -0.03    1.94     -10.00

E182    | -4.20   | too far from path                   | +0       +0       -x       -z       +x
        |         |                                     | -0.01    1.99     1.90     1.91     -10.00

E183    | -6.32   | too far from path                   | +x       +0       -z       -x
        |         |                                     | -0.09    1.91     1.85     -10.00

E184    | -8.41   | too far from path                   | +y       +x       +y
        |         |                                     | -0.12    1.70     -10.00

E185    | -8.45   | too far from path                   | +y       -x       +z
        |         |                                     | -0.11    1.67     -10.00

E186    | -6.54   | too far from path                   | -x       -x       +0       +y
        |         |                                     | -0.08    1.77     1.77     -10.00

E187    | -4.77   | too far from path                   | +x       +0       -y       +0       -x
        |         |                                     | -0.09    1.91     1.70     1.71     -10.00

E188    | -6.42   | too far from path                   | +0       +y       +x       -y
        |         |                                     | -0.01    1.88     1.71     -10.00

E189    | -8.50   | too far from path                   | +x       -x       -z
        |         |                                     | -0.09    1.59     -10.00

E190    | -6.62   | too far from path                   | +y       +y       +0       -y
        |         |                                     | -0.11    1.74     1.75     -10.00

E191    | -6.34   | too far from path                   | +y       +0       -z       -y
        |         |                                     | -0.11    1.89     1.89     -10.00

E192    | -8.45   | too far from path                   | +y       -x       -x
        |         |                                     | -0.11    1.66     -10.00

E193    | -6.63   | too far from path                   | +x       -y       +0       +x
        |         |                                     | -0.09    1.73     1.73     -10.00

E194    | -8.19   | too far from path                   | -y       +z       +y
        |         |                                     | -0.04    1.85     -10.00

E195    | -6.59   | too far from path                   | -z       -y       +0       +z
        |         |                                     | -0.03    1.72     1.72     -10.00

E196    | -8.10   | too far from path                   | +z       +z       +z
        |         |                                     | -0.03    1.93     -10.00

E197    | -6.49   | too far from path                   | +0       +y       -y       -z
        |         |                                     | -0.01    1.88     1.64     -10.00

E198    | -4.38   | too far from path                   | +0       +0       +z       +x       -z
        |         |                                     | -0.02    1.98     1.96     1.69     -10.00

E199    | -8.41   | too far from path                   | +x       +y       +y
        |         |                                     | -0.04    1.63     -10.00

E200    | -8.46   | too far from path                   | +x       +y       -y
        |         |                                     | -0.09    1.62     -10.00

E201    | -8.43   | too far from path                   | -x       +y       -x
        |         |                                     | -0.08    1.65     -10.00

E202    | -8.18   | too far from path                   | +y       -z       -y
        |         |                                     | -0.12    1.94     -10.00

E203    | -8.46   | too far from path                   | +x       +y       +y
        |         |                                     | -0.09    1.63     -10.00

E204    | -8.23   | too far from path                   | +x       +z       +x
        |         |                                     | -0.09    1.86     -10.00

E205    | -6.50   | too far from path                   | +0       -x       +x       +y
        |         |                                     | -0.02    1.91     1.61     -10.00

E206    | -8.48   | too far from path                   | +y       -y       +x
        |         |                                     | -0.11    1.64     -10.00

E207    | -4.52   | too far from path                   | +0       +0       -y       +y       -y
        |         |                                     | -0.01    1.99     1.94     1.56     -10.00

E208    | -6.34   | too far from path                   | +x       +0       -z       +x
        |         |                                     | -0.09    1.91     1.85     -10.00

E209    | -6.67   | too far from path                   | -x       -y       +0       +x
        |         |                                     | -0.09    1.71     1.71     -10.00

E210    | -8.39   | too far from path                   | -y       +x       -y
        |         |                                     | -0.05    1.65     -10.00

E211    | -6.50   | too far from path                   | +0       -y       +y       +z
        |         |                                     | -0.01    1.95     1.56     -10.00

E212    | -8.36   | too far from path                   | -z       -x       +y
        |         |                                     | -0.03    1.67     -10.00

E213    | -8.20   | too far from path                   | -y       +z       +y
        |         |                                     | -0.05    1.85     -10.00

E214    | -8.22   | too far from path                   | +x       -z       +y
        |         |                                     | -0.09    1.87     -10.00

E215    | -6.46   | too far from path                   | -y       +0       +x       -x
        |         |                                     | -0.05    1.95     1.64     -10.00

E216    | -6.32   | too far from path                   | +0       +x       +x       +z
        |         |                                     | -0.01    1.91     1.78     -10.00

E217    | -4.59   | too far from path                   | -x       +0       +0       -y       +y
        |         |                                     | -0.09    1.91     1.91     1.67     -10.00

E218    | -2.42   | too far from path                   | +0       +0       +0       +z       +y       +y
        |         |                                     | -0.01    1.99     1.99     1.96     1.64     -10.00

E219    | -8.31   | too far from path                   | +x       +x       -z
        |         |                                     | -0.09    1.78     -10.00

E220    | -0.20   | too far from path                   | +0       -y       +y       +0       +0       +0       +0       -x
        |         |                                     | -0.00    1.95     1.56     1.57     1.57     1.58     1.58     -10.00

E221    | -4.34   | too far from path                   | +0       +x       -z       +0       +y
        |         |                                     | -0.00    1.91     1.88     1.88     -10.00

E222    | -6.29   | too far from path                   | -x       +0       -z       -x
        |         |                                     | -0.09    1.91     1.88     -10.00

E223    | -8.39   | too far from path                   | +z       +y       -y
        |         |                                     | -0.03    1.64     -10.00

E224    | -6.35   | too far from path                   | +x       +z       +0       -y
        |         |                                     | -0.09    1.87     1.87     -10.00

E225    | -6.51   | too far from path                   | +0       +x       -x       +x
        |         |                                     | -0.00    1.91     1.58     -10.00

E226    | -4.70   | too far from path                   | +z       +0       -x       +0       +z
        |         |                                     | -0.03    1.97     1.68     1.69     -10.00

E227    | -8.10   | too far from path                   | +z       +z       -y
        |         |                                     | -0.03    1.93     -10.00

E228    | -2.59   | too far from path                   | +0       +0       -z       -y       +0       -z
        |         |                                     | -0.01    1.99     1.97     1.73     1.73     -10.00

E229    | -8.19   | too far from path                   | -y       -z       +x
        |         |                                     | -0.04    1.86     -10.00

E230    | -8.10   | too far from path                   | +z       -z       -y
        |         |                                     | -0.04    1.94     -10.00

E231    | -6.73   | too far from path                   | -y       +x       +0       -x
        |         |                                     | -0.05    1.65     1.66     -10.00

E232    | -6.19   | too far from path                   | +0       +y       -z       -y
        |         |                                     | -0.01    1.88     1.94     -10.00

E233    | -8.17   | too far from path                   | -x       -z       +x
        |         |                                     | -0.08    1.91     -10.00

E234    | -8.48   | too far from path                   | +y       -y       +y
        |         |                                     | -0.12    1.64     -10.00

E235    | -8.38   | too far from path                   | -x       -y       +y
        |         |                                     | -0.08    1.70     -10.00

E236    | -8.34   | too far from path                   | -z       +x       -y
        |         |                                     | -0.03    1.69     -10.00

E237    | -6.32   | too far from path                   | +0       -z       -y       -z
        |         |                                     | -0.01    1.97     1.72     -10.00

E238    | -6.54   | too far from path                   | +x       +x       +0       +x
        |         |                                     | -0.09    1.77     1.77     -10.00

E239    | -8.47   | too far from path                   | -y       +y       -z
        |         |                                     | -0.05    1.58     -10.00

E240    | -8.35   | too far from path                   | -z       +x       -x
        |         |                                     | -0.03    1.69     -10.00

E241    | -8.45   | too far from path                   | +y       -x       +z
        |         |                                     | -0.11    1.66     -10.00

E242    | -8.34   | too far from path                   | -z       +x       +y
        |         |                                     | -0.03    1.69     -10.00

E243    | -6.30   | too far from path                   | -y       -z       +0       -z
        |         |                                     | -0.05    1.87     1.87     -10.00

E244    | -8.36   | too far from path                   | -z       -x       -x
        |         |                                     | -0.03    1.67     -10.00

E245    | -6.33   | too far from path                   | +0       +x       +x       -x
        |         |                                     | -0.01    1.91     1.77     -10.00

E246    | -6.08   | too far from path                   | -z       -z       +z
        |         |                                     | 1.97     1.95     -10.00

E247    | -6.54   | too far from path                   | +x       +x       +0       +y
        |         |                                     | -0.09    1.77     1.77     -10.00

E248    | -8.32   | too far from path                   | -x       -x       -x
        |         |                                     | -0.08    1.76     -10.00

E249    | -4.42   | too far from path                   | -x       +0       +z       +0       -x
        |         |                                     | -0.09    1.91     1.88     1.88     -10.00

E250    | -6.32   | too far from path                   | +0       -x       -x       +x
        |         |                                     | -0.01    1.91     1.77     -10.00

E251    | -8.23   | too far from path                   | -y       -y       +x
        |         |                                     | -0.05    1.82     -10.00

E252    | -8.30   | too far from path                   | +z       -y       -z
        |         |                                     | -0.03    1.73     -10.00

E253    | -8.38   | too far from path                   | -x       -y       -x
        |         |                                     | -0.09    1.70     -10.00

E254    | -8.47   | too far from path                   | -x       +x       +y
        |         |                                     | -0.09    1.61     -10.00

E255    | -4.59   | too far from path                   | +0       +y       +0       -x       -x
        |         |                                     | -0.01    1.88     1.88     1.65     -10.00

E256    | -8.50   | too far from path                   | +x       -x       +y
        |         |                                     | -0.09    1.59     -10.00

E257    | -6.19   | too far from path                   | +0       -x       -z       -z
        |         |                                     | -0.01    1.91     1.91     -10.00

E258    | -8.41   | too far from path                   | +y       +x       +y
        |         |                                     | -0.12    1.71     -10.00

E259    | -8.48   | too far from path                   | +x       +y       +y
        |         |                                     | -0.09    1.61     -10.00

