Episode | Reward  | Done Reason                         | Timestep Actions/Rewards
E19     | -84.59  | dist2path{68.98}>thresh_dist{4.00}  | +z       +0       +0       -y       +z       -z       +y       -x       -y       +y       +y       -x       +z       -y       -y       +z       -z
        |         |                                     | -0.50    -0.50    -0.50    -0.44    -5.31    -5.44    -5.62    -1.14    -0.98    -5.96    -6.45    -7.21    -7.79    -8.35    -8.86    -9.54    -10.00

E20     | -74.05  | dist2path{61.25}>thresh_dist{4.00}  | +z       -x       -y       -y       -x       +z       -z       +y       -z       +y       -y       +z       +x       -x
        |         |                                     | -0.50    -0.73    -5.53    -5.33    -5.79    -0.81    -0.72    -5.84    -6.50    -7.12    -7.88    -8.44    -8.87    -10.00

E21     | -79.63  | dist2path{60.59}>thresh_dist{4.00}  | +y       +0       +x       +z       -z       +x       +z       +0       +x       -x       +0       -y       -z       -y       -z       -z       +z
        |         |                                     | -0.50    -0.50    -0.16    -5.24    -5.39    -5.41    -0.84    -0.51    -0.45    -5.79    -5.53    -6.41    -7.12    -7.93    -8.63    -9.24    -10.00

E22     | -73.41  | dist2path{61.99}>thresh_dist{4.00}  | -z       -x       +x       +x       -z       +x       -x       +y       +y       +x       +z       -y       -z       -y
        |         |                                     | -0.50    -0.70    -5.20    -5.12    -5.70    -0.50    -0.74    -5.80    -6.41    -6.90    -8.06    -8.58    -9.20    -10.00

E23     | -92.53  | dist2path{65.32}>thresh_dist{4.00}  | +0       +x       -x       +0       +z       -x       +0       +x       -y       -y       -z       +y       -z       -y       +0       -x       +y       +y       -x
        |         |                                     | -0.50    -0.49    -0.59    -0.50    -5.43    -5.69    -5.50    -5.45    -0.87    -0.68    -5.63    -5.98    -6.46    -7.26    -5.57    -8.13    -8.61    -9.20    -10.00

E24     | -80.88  | dist2path{67.97}>thresh_dist{4.00}  | -z       +0       -y       +x       +x       +y       -z       +x       +y       -x       +y       +x       +y       -z       +z       +y
        |         |                                     | -0.50    -0.50    -0.47    -5.01    -5.16    -5.66    -0.88    -0.43    -5.35    -6.12    -6.68    -7.42    -8.25    -8.98    -9.47    -10.00

E25     | -87.16  | dist2path{68.46}>thresh_dist{4.00}  | +x       +y       +0       +x       +y       +y       +y       -x       +z       -z       +x       -x       -z       +0       -z       +z       +x
        |         |                                     | -0.50    -0.32    -0.50    -5.18    -5.37    -5.72    -0.84    -1.01    -5.74    -6.10    -6.34    -7.69    -8.14    -5.59    -8.77    -9.35    -10.00

E26     | -88.24  | dist2path{65.04}>thresh_dist{4.00}  | +0       +0       -y       +z       +y       -x       +x       +y       +0       -x       -x       +y       -z       +0       -z       +x       +z       +x       +0       -x       +y
        |         |                                     | -0.50    -0.50    -0.49    -0.48    -5.29    -5.77    -5.37    -0.83    -0.50    -1.05    -1.02    -0.89    -5.68    -5.51    -6.37    -6.96    -7.77    -8.32    -5.56    -9.37    -10.00

E27     | -100.91 | dist2path{69.62}>thresh_dist{4.00}  | +x       +0       -x       +x       +x       +x       +x       +0       +0       +0       +0       -x       -x       -x       +0       +x       -x       -y       +0       -x       +0       +y       +x
        |         |                                     | -0.50    -0.50    -0.59    -5.22    -5.18    -5.53    -0.56    -0.50    -0.50    -0.50    -0.50    -0.76    -5.97    -6.66    -5.55    -6.56    -7.80    -7.99    -5.55    -9.09    -5.63    -9.27    -10.00

E28     | -91.98  | dist2path{68.91}>thresh_dist{4.00}  | -y       -y       -x       +0       +z       +0       -y       -x       +x       -z       -z       -y       -y       +x       +z       -z       +x
        |         |                                     | -0.50    -0.47    -5.52    -5.50    -5.52    -5.50    -5.64    -1.07    -0.66    -5.64    -6.18    -6.56    -7.36    -7.75    -8.70    -9.41    -10.00

E29     | -83.47  | dist2path{62.17}>thresh_dist{4.00}  | +0       +z       -z       -y       +0       +z       -x       +0       +x       +z       +x       +y       -z       +z       +y       +y       +x
        |         |                                     | -0.50    -0.49    -0.42    -5.36    -5.50    -5.36    -5.90    -5.51    -0.50    -0.45    -5.24    -5.85    -6.90    -7.91    -8.46    -9.14    -10.00

E30     | -74.15  | dist2path{66.30}>thresh_dist{4.00}  | +y       -z       +z       -z       +y       +y       +y       +y       +y       +z       +z       -z       +x       +z
        |         |                                     | -0.50    -0.40    -5.35    -5.40    -5.64    -0.82    -0.70    -5.82    -6.57    -7.18    -8.03    -8.59    -9.14    -10.00

E31     | -97.43  | dist2path{69.11}>thresh_dist{4.00}  | +y       +z       -x       +x       -x       +y       +x       -z       +y       -y       +0       -z       +0       +0       +z       -z       +y       -y
        |         |                                     | -0.50    -0.46    -5.61    -5.16    -5.78    -0.80    -0.46    -5.45    -5.81    -6.61    -5.52    -7.51    -5.54    -5.57    -8.19    -8.87    -9.58    -10.00

E32     | -86.72  | dist2path{69.68}>thresh_dist{4.00}  | -y       -x       +y       +x       -z       -z       +0       -y       -x       +x       -y       +z       +0       +x       +x       +y       +y
        |         |                                     | -0.50    -0.71    -5.43    -5.30    -5.63    -0.83    -0.51    -0.71    -5.98    -6.14    -6.33    -7.35    -5.53    -7.80    -8.54    -9.43    -10.00

E33     | -86.24  | dist2path{68.89}>thresh_dist{4.00}  | +y       +y       -x       -z       +0       +x       -z       -y       +z       -z       -x       -x       +z       -y       -y       +z
        |         |                                     | -0.50    -0.40    -5.67    -5.41    -5.50    -5.40    -0.88    -0.77    -5.64    -6.14    -6.67    -7.67    -7.87    -8.65    -9.07    -10.00

E34     | -71.64  | dist2path{61.36}>thresh_dist{4.00}  | -y       -z       +z       -x       -y       -z       -y       +y       +x       -x       +x       +z       -z       +y
        |         |                                     | -0.50    -0.42    -5.30    -5.72    -5.63    -0.78    -0.76    -5.69    -5.98    -6.61    -7.40    -7.95    -8.90    -10.00

E35     | -72.76  | dist2path{61.75}>thresh_dist{4.00}  | +y       +z       -y       -y       -x       -y       -x       +x       +x       +y       -z       +y       -z       -z       -y       +y
        |         |                                     | -0.50    -0.46    -5.37    -5.30    -5.73    -0.83    -0.95    -0.38    -0.55    -5.27    -5.86    -6.80    -7.65    -8.29    -8.83    -10.00

E36     | -100.99 | dist2path{67.54}>thresh_dist{4.00}  | +z       +z       +x       -z       +x       +0       +0       +x       +y       -x       -x       +0       +0       -y       +z       +z       +x       +x       -y
        |         |                                     | -0.50    -0.47    -5.04    -5.33    -5.38    -5.51    -5.50    -0.56    -0.48    -5.67    -6.11    -5.53    -5.53    -6.60    -7.24    -8.01    -8.44    -9.08    -10.00

E37     | -80.27  | dist2path{69.55}>thresh_dist{4.00}  | +y       -y       +y       -z       -z       +z       -x       -x       -y       +y       -z       -y       +z       +z       +y
        |         |                                     | -0.50    -0.44    -5.28    -5.54    -5.65    -0.72    -0.86    -5.82    -6.18    -6.51    -7.28    -7.84    -8.47    -9.20    -10.00

E38     | -82.60  | dist2path{60.96}>thresh_dist{4.00}  | +z       +y       +y       +z       -y       -z       -y       +z       -x       -z       +y       -x       -x       +0       +0       -z
        |         |                                     | -0.50    -0.41    -5.34    -5.51    -5.61    -0.79    -0.81    -5.62    -6.27    -6.50    -7.30    -7.91    -8.87    -5.56    -5.60    -10.00

E39     | -86.67  | dist2path{68.18}>thresh_dist{4.00}  | -y       -x       -x       -y       -z       -y       -x       +0       +z       +z       +z       -z       +x       -y       +y       +0       +y
        |         |                                     | -0.50    -0.71    -5.73    -5.50    -5.57    -0.89    -0.93    -0.51    -5.64    -6.00    -6.30    -7.32    -7.71    -8.49    -9.23    -5.63    -10.00

E40     | -78.81  | dist2path{63.48}>thresh_dist{4.00}  | -x       +x       -x       +y       -y       -z       +y       -x       -x       -z       +0       +z       +x       -y       +x
        |         |                                     | -0.50    -0.26    -5.41    -5.42    -5.67    -0.80    -0.72    -6.11    -6.84    -6.95    -5.56    -7.67    -7.95    -8.94    -10.00

E41     | -82.54  | dist2path{60.94}>thresh_dist{4.00}  | +x       -y       -z       +z       +z       +0       +x       +z       +x       +x       +0       -x       -y       -z       -y       +x
        |         |                                     | -0.50    -0.38    -5.32    -5.53    -5.66    -5.51    -0.54    -0.43    -5.21    -5.62    -5.51    -6.90    -7.99    -8.35    -9.09    -10.00

E42     | -100.08 | dist2path{60.51}>thresh_dist{4.00}  | -y       +z       +0       +z       -x       +0       +0       +0       +x       +x       -z       -y       +z       +0       +z       -z       -y       -z       +0       -y
        |         |                                     | -0.50    -0.47    -0.49    -5.30    -5.68    -5.50    -5.50    -5.50    -5.36    -0.61    -0.61    -5.61    -5.96    -5.53    -6.70    -7.83    -8.36    -8.94    -5.62    -10.00

E43     | -94.38  | dist2path{62.12}>thresh_dist{4.00}  | -x       +x       +z       +y       +y       +0       -z       -x       +x       +z       +0       +y       +0       -z       +z       -z       +0       -y
        |         |                                     | -0.50    -0.28    -5.17    -5.33    -5.63    -5.50    -0.89    -1.02    -5.50    -5.93    -5.53    -6.74    -5.56    -7.87    -8.31    -9.05    -5.57    -10.00

E44     | -84.11  | dist2path{65.95}>thresh_dist{4.00}  | +0       +x       -y       +0       +y       -x       +x       +0       -z       -x       -x       +0       -x       +0       +0       -z       +x       -x       +x       -x       -x       -x       +z
        |         |                                     | -0.50    -0.49    -0.36    -0.50    -5.31    -5.85    -5.43    -5.50    -0.85    -1.00    -0.81    -0.51    -1.08    -0.50    -0.50    -0.37    -5.47    -6.27    -7.03    -7.93    -8.69    -9.17    -10.00

E45     | -86.14  | dist2path{67.88}>thresh_dist{4.00}  | -x       -x       +x       -x       -y       -x       -x       +x       -z       -z       +x       -y       -x       +z       +0       +z       +z
        |         |                                     | -0.50    -0.80    -5.17    -5.55    -5.68    -0.97    -1.02    -0.33    -5.94    -5.83    -6.13    -7.02    -8.12    -8.43    -5.56    -9.08    -10.00

E46     | -84.72  | dist2path{67.27}>thresh_dist{4.00}  | +z       -y       +z       -z       -x       -y       +0       +y       -y       -y       +x       +x       +z       +y       +0       +x       +y
        |         |                                     | -0.50    -0.46    -5.30    -5.44    -5.84    -0.81    -0.50    -0.54    -5.67    -5.94    -5.99    -6.83    -7.76    -8.61    -5.56    -8.98    -10.00

E47     | -87.58  | dist2path{60.58}>thresh_dist{4.00}  | -y       +0       +y       +x       +z       +0       -x       -y       +z       +x       +y       -z       -y       +0       +0       -y       +y       -y
        |         |                                     | -0.50    -0.50    -0.43    -5.06    -5.39    -5.50    -5.86    -0.79    -0.59    -5.29    -5.78    -6.52    -7.50    -5.58    -5.53    -7.98    -8.78    -10.00

E48     | -83.33  | dist2path{63.62}>thresh_dist{4.00}  | +x       -y       +y       +0       +x       +y       +x       +y       +x       +z       +0       -z       +x       +y       +z       -x       +0       +x       -z
        |         |                                     | -0.50    -0.38    -5.31    -5.50    -5.36    -5.63    -0.59    -0.43    -0.14    -0.78    -0.50    -5.13    -5.52    -6.65    -7.83    -8.57    -5.60    -8.91    -10.00

E49     | -100.64 | dist2path{69.21}>thresh_dist{4.00}  | -y       +y       +x       -z       +0       +y       +0       +z       +x       -y       -y       +x       -x       +0       +z       +0       -x       +y       +x
        |         |                                     | -0.50    -0.42    -5.08    -5.38    -5.50    -5.65    -5.50    -0.77    -0.37    -5.35    -5.61    -5.93    -7.37    -5.54    -7.98    -5.55    -8.83    -9.31    -10.00

E50     | -93.36  | dist2path{62.45}>thresh_dist{4.00}  | -z       -y       -z       +x       +0       -y       +z       -x       -x       +x       +y       +z       +y       +0       +0       -z       +0       +x
        |         |                                     | -0.50    -0.46    -5.27    -5.24    -5.50    -5.72    -0.70    -0.89    -5.94    -5.91    -6.47    -7.34    -8.01    -5.55    -5.59    -8.67    -5.62    -10.00

E51     | -71.79  | dist2path{61.56}>thresh_dist{4.00}  | -z       -z       -z       +y       +0       +y       +y       -x       +y       +z       +z       +y       -z       -x       -z
        |         |                                     | -0.50    -0.41    -5.30    -5.44    -5.50    -0.73    -0.76    -0.81    -5.42    -5.97    -6.49    -7.53    -8.02    -8.92    -10.00

E52     | -79.00  | dist2path{65.30}>thresh_dist{4.00}  | -y       +0       -x       +z       +y       +0       -x       +x       +z       +x       +y       -x       -x       -y       -y       -z       -y
        |         |                                     | -0.50    -0.50    -0.70    -5.44    -5.40    -5.50    -5.91    -0.46    -0.29    -0.06    -5.74    -6.05    -7.25    -7.77    -8.38    -9.06    -10.00

E53     | -108.70 | dist2path{61.47}>thresh_dist{4.00}  | +y       +z       +x       +x       +x       -x       -y       +x       +x       +0       +0       +0       +0       +0       -x       -y       +0       -x       +0       +z       -z
        |         |                                     | -0.50    -0.45    -5.07    -5.04    -5.41    -1.08    -0.85    -5.27    -5.36    -5.51    -5.50    -5.51    -5.51    -5.51    -6.64    -7.42    -5.58    -8.18    -5.60    -8.70    -10.00

E54     | -95.06  | dist2path{67.61}>thresh_dist{4.00}  | -y       -y       -x       -y       +z       +0       +z       -y       -y       +z       -y       -z       -z       +0       -x       +0       -z       -y
        |         |                                     | -0.50    -0.47    -5.52    -5.56    -5.54    -5.50    -0.85    -0.73    -5.44    -5.64    -6.10    -6.95    -7.67    -5.59    -8.44    -5.60    -8.94    -10.00

E55     | -100.21 | dist2path{66.13}>thresh_dist{4.00}  | +y       -x       +z       +y       -x       -x       +0       -y       +z       +0       -y       -y       -y       +y       +0       +0       -y       +0       +z       -y
        |         |                                     | -0.50    -0.69    -5.52    -5.34    -5.88    -1.01    -0.51    -0.82    -5.45    -5.50    -5.64    -5.99    -6.59    -7.39    -5.57    -5.54    -8.03    -5.59    -8.64    -10.00

E56     | -77.06  | dist2path{63.73}>thresh_dist{4.00}  | +z       +y       +z       +0       +z       +y       +x       +0       +x       -x       +0       -y       -y       +x       -z       -y       +z       +y
        |         |                                     | -0.50    -0.41    -5.37    -5.49    -5.38    -5.57    -0.63    -0.50    -0.21    -0.39    -0.50    -5.43    -5.82    -6.40    -7.52    -8.16    -8.77    -10.00

E57     | -83.40  | dist2path{67.51}>thresh_dist{4.00}  | -y       -z       -y       +y       +z       -z       -x       +y       +z       -z       +z       -z       -x       -y       +0       +x
        |         |                                     | -0.50    -0.42    -5.30    -5.40    -5.74    -0.82    -0.86    -5.58    -5.72    -6.08    -6.96    -7.39    -8.50    -8.53    -5.61    -10.00

E58     | -85.94  | dist2path{62.71}>thresh_dist{4.00}  | -z       +z       -x       +z       -x       +0       +y       -z       +x       -x       +0       +0       -x       -y       +x       -z       +y
        |         |                                     | -0.50    -0.46    -5.59    -5.44    -5.79    -5.51    -0.76    -0.76    -5.10    -5.71    -5.52    -5.52    -6.51    -6.95    -7.42    -8.41    -10.00

E59     | -75.32  | dist2path{63.14}>thresh_dist{4.00}  | +x       -y       -z       -x       -z       +y       -z       -x       +0       +z       -z       -y       -z       +z       -y
        |         |                                     | -0.50    -0.37    -5.33    -5.77    -5.68    -0.74    -0.64    -5.70    -5.52    -5.98    -6.24    -7.00    -7.56    -8.32    -10.00

E60     | -82.24  | dist2path{66.66}>thresh_dist{4.00}  | +x       -z       -z       +y       +0       +0       -z       +z       +y       +z       +y       +z       -y       -x       -x       +0       -z
        |         |                                     | -0.50    -0.33    -5.40    -5.49    -5.50    -5.50    -0.78    -0.70    -0.44    -5.30    -5.88    -6.42    -7.48    -7.91    -9.05    -5.56    -10.00

E61     | -91.55  | dist2path{62.73}>thresh_dist{4.00}  | +y       -x       +x       +0       -x       +z       +0       +x       -z       +x       -z       +y       +0       -y       -z       +0       -y       -z       -x
        |         |                                     | -0.50    -0.69    -5.20    -5.49    -5.60    -5.68    -5.51    -0.48    -0.33    0.05     -5.77    -5.29    -5.50    -6.31    -7.18    -5.54    -8.03    -8.50    -10.00

E62     | -85.59  | dist2path{62.05}>thresh_dist{4.00}  | -y       +0       +x       -z       -y       +z       -y       +z       -x       +0       +0       -y       +z       -y       +y       +0       +y       +z
        |         |                                     | -0.50    -0.50    -0.18    -5.25    -5.50    -5.60    -0.85    -0.56    -5.58    -5.51    -5.51    -5.78    -5.99    -6.89    -7.48    -5.59    -8.34    -10.00

