Episode | Reward  | Done Reason                         | Timestep Actions/Rewards
E77     | -238.21 | dist2path{66.21}>thresh_dist{4.00}  | +0       +z       -z       +0       +x       +y       -y       -y       +y       +y       +y       +x       -z       -y       +x       -y       -z       +0       +z       +0       +x       +y       +z       -y       -x       -x       -x       +y       -y       -y       +0       +z       +z       +x       +0       +y       +y       +x       +0       +0       +x       +z       +x       +z       +z       +0       +y       +y       +0       +z       -y       -y       +0       -z       +z       +x       -z       -z       -y       +0       +0       +z       +x       +z       +y       +x       -z
        |         |                                     | -0.50    -0.50    -0.41    -0.49    -5.02    -5.45    -0.78    -0.68    -0.02    -1.39    2.11     4.32     4.28     4.36     4.27     4.11     4.03     -5.38    3.80     -5.19    3.01     2.06     0.12     -3.59    -7.30    -3.11    -1.72    0.18     -0.08    0.12     -0.47    -3.45    -0.74    -1.77    -5.48    -0.37    -0.61    -0.35    -0.50    -0.50    -0.33    -5.73    -1.94    -0.65    -2.07    -0.51    -0.15    -6.96    -5.62    -10.27   -13.01   -4.07    -0.52    -1.04    -9.58    -12.78   -14.94   -15.34   -15.32   -5.97    -5.80    -15.38   -15.11   -15.20   -15.61   -15.24   -10.00

E78     | -100.50 | collision                           | +y       +x
        |         |                                     | -0.50    -100.00

E79     | -100.50 | collision                           | +y       +x
        |         |                                     | -0.50    -100.00

E80     | -100.50 | collision                           | +y       +z
        |         |                                     | -0.50    -100.00

E81     | -253.58 | dist2path{62.80}>thresh_dist{4.00}  | +y       +0       +0       +x       -x       +y       +z       +x       +y       -y       -x       +y       +x       +z       +0       -x       +0       +0       +0       +z       +y       -y       -z       +y       -y       -x       -y       +0       -z       +z       -x       -y       +0       -z       -x       +x       +0       -z       +z       +x       +z       -z       -x       +0       +z       +0       +x       +0       +0       +z       -y       -z       +x       -x       +z       +0       +y
        |         |                                     | -0.50    -0.50    -0.50    -0.16    -5.41    -5.44    -5.68    -0.57    -0.14    -2.77    0.29     3.16     4.32     4.20     -5.16    3.90     -5.17    -5.08    -5.17    4.10     4.02     3.77     3.17     2.57     0.88     -1.72    -5.64    -5.57    -8.80    -2.99    -1.49    -0.09    -0.48    0.62     -0.02    -1.63    -5.40    0.29     -1.78    -7.53    -11.90   -14.14   -14.91   -5.95    -15.17   -5.80    -15.31   -5.97    -5.84    -15.58   -15.62   -15.30   -15.18   -15.48   -15.52   -5.80    -10.00

