Episode | Reward  | Done Reason                         | Timestep Actions/Rewards
E1      | -92.94  | collision                           | +x       -y       -x       -x       +y       +y       +z       +0       +0       -x       -z
        |         |                                     | -0.17    -0.60    -0.57    1.14     1.05     1.11     1.28     1.28     1.28     1.27     -100.00

E2      | -98.00  | collision                           | +0       -y
        |         |                                     | 2.00     -100.00

E3      | -100.00 | collision                           | -z
        |         |                                     | -100.00

E4      | -88.75  | collision                           | +x       +z       +z       -x       +z       -z       +y       +0       +0       +y       -x       -x       +0       -y       -x
        |         |                                     | -0.04    1.79     1.89     1.94     -0.72    1.55     1.10     -0.91    -0.91    1.07     1.05     1.12     1.12     1.19     -100.00

E5      | -85.45  | collision                           | -z       +x       -z       -y       +y       +0       -x       -x       -y       -z       +0       -z       -z       -y       -z
        |         |                                     | 1.99     1.77     1.85     -1.37    -0.08    -0.07    1.88     1.71     1.39     1.41     -0.58    1.53     1.54     1.59     -100.00

E6      | -100.00 | collision                           | -x
        |         |                                     | -100.00

